,股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,强生,JNJ,2000-01-03,-11.79,-12.26,-11.48,-12.57,2321000,0.0,-9.29,-4.52,-0.53,0.17
1,强生,JNJ,2000-01-04,-12.79,-13.95,-12.57,-13.98,3911100,0.0,-11.5,-13.78,-1.69,0.28
2,强生,JNJ,2000-01-05,-13.95,-13.48,-12.95,-14.14,4114800,0.0,-8.53,3.37,0.47,0.3
3,强生,JNJ,2000-01-06,-13.2,-11.89,-11.39,-13.29,2677900,0.0,-14.09,11.8,1.59,0.19
4,强生,JNJ,2000-01-07,-11.29,-10.1,-9.89,-11.54,4931900,0.0,-13.88,15.05,1.79,0.35
5,强生,JNJ,2000-01-10,-10.01,-11.32,-9.89,-11.32,2464300,0.0,-14.16,-12.08,-1.22,0.18
6,强生,JNJ,2000-01-11,-11.85,-11.17,-10.89,-11.89,3080200,0.0,-8.83,1.33,0.15,0.22
7,强生,JNJ,2000-01-12,-11.42,-11.6,-10.82,-11.76,2581600,0.0,-8.42,-3.85,-0.43,0.19
8,强生,JNJ,2000-01-13,-11.39,-11.67,-10.35,-11.82,2329600,0.0,-12.67,-0.6,-0.07,0.17
9,强生,JNJ,2000-01-14,-11.39,-11.51,-11.17,-11.95,2702400,0.0,-6.68,1.37,0.16,0.19
10,强生,JNJ,2000-01-18,-12.35,-12.7,-11.82,-12.82,2435000,0.0,-8.69,-10.34,-1.19,0.18
11,强生,JNJ,2000-01-19,-12.85,-12.54,-12.32,-13.04,2753700,0.0,-5.67,1.26,0.16,0.2
12,强生,JNJ,2000-01-20,-12.23,-13.04,-12.2,-13.32,2407300,0.0,-8.93,-3.99,-0.5,0.17
13,强生,JNJ,2000-01-21,-12.48,-13.42,-12.48,-13.54,4269000,0.0,-8.13,-2.91,-0.38,0.31
14,强生,JNJ,2000-01-24,-13.29,-16.51,-13.26,-16.57,5652100,0.0,-24.66,-23.03,-3.09,0.41
15,强生,JNJ,2000-01-25,-16.42,-15.73,-14.89,-16.57,6478400,0.0,-10.18,4.72,0.78,0.47
16,强生,JNJ,2000-01-26,-15.23,-16.6,-14.92,-16.82,4745700,0.0,-12.08,-5.53,-0.87,0.34
17,强生,JNJ,2000-01-27,-16.48,-18.1,-16.39,-18.1,6203300,0.0,-10.3,-9.04,-1.5,0.45
18,强生,JNJ,2000-01-28,-17.92,-16.1,-15.76,-17.92,6170100,0.0,-11.93,11.05,2.0,0.44
19,强生,JNJ,2000-01-31,-15.76,-15.32,-14.98,-16.95,4489800,0.0,-12.24,4.84,0.78,0.32
20,强生,JNJ,2000-02-01,-15.64,-15.95,-15.6,-16.17,3039600,0.0,-3.72,-4.11,-0.63,0.22
