,股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,赛富时,CRM,2004-06-23,3.75,4.3,4.33,3.69,10893600,0.0,23.27,56.36,1.55,10.76
1,赛富时,CRM,2004-06-24,4.39,4.19,4.42,4.13,2221800,0.0,6.74,-2.56,-0.11,2.19
2,赛富时,CRM,2004-06-25,4.13,3.95,4.19,3.95,1677500,0.0,5.73,-5.73,-0.24,1.66
3,赛富时,CRM,2004-06-28,4.0,4.0,4.05,3.86,567700,0.0,4.81,1.27,0.05,0.56
4,赛富时,CRM,2004-06-29,4.0,4.1,4.18,3.96,528000,0.0,5.5,2.5,0.1,0.52
5,赛富时,CRM,2004-06-30,4.1,4.02,4.24,4.01,521900,0.0,5.61,-1.95,-0.08,0.52
6,赛富时,CRM,2004-07-01,4.02,4.01,4.05,3.98,438700,0.0,1.74,-0.25,-0.01,0.43
7,赛富时,CRM,2004-07-02,4.03,4.25,4.25,4.01,248300,0.0,5.99,5.99,0.24,0.25
8,赛富时,CRM,2004-07-06,4.23,4.25,4.25,4.12,304200,0.0,3.06,0.0,0.0,0.3
9,赛富时,CRM,2004-07-07,4.23,4.08,4.23,4.01,446900,0.0,5.18,-4.0,-0.17,0.44
10,赛富时,CRM,2004-07-08,4.08,3.94,4.08,3.92,544800,0.0,3.92,-3.43,-0.14,0.54
11,赛富时,CRM,2004-07-09,3.99,4.1,4.14,3.98,149200,0.0,4.06,4.06,0.16,0.15
12,赛富时,CRM,2004-07-12,4.15,4.19,4.21,4.04,195200,0.0,4.15,2.2,0.09,0.19
13,赛富时,CRM,2004-07-13,4.19,4.02,4.19,4.02,418500,0.0,4.06,-4.06,-0.17,0.41
14,赛富时,CRM,2004-07-14,4.01,3.91,4.01,3.9,591500,0.0,2.74,-2.74,-0.11,0.58
15,赛富时,CRM,2004-07-15,3.94,3.84,3.95,3.74,451500,0.0,5.37,-1.79,-0.07,0.45
16,赛富时,CRM,2004-07-16,3.85,4.0,4.1,3.74,819700,0.0,9.38,4.17,0.16,0.81
17,赛富时,CRM,2004-07-19,4.01,4.0,4.04,3.96,238700,0.0,2.0,0.0,0.0,0.24
18,赛富时,CRM,2004-07-20,4.0,4.02,4.05,3.88,561300,0.0,4.25,0.5,0.02,0.55
19,赛富时,CRM,2004-07-21,4.03,2.93,4.03,2.76,6353800,0.0,31.59,-27.11,-1.09,6.27
20,赛富时,CRM,2004-07-22,2.89,3.25,3.3,2.83,2456200,0.0,16.04,10.92,0.32,2.43
21,赛富时,CRM,2004-07-23,3.24,3.26,3.38,3.19,418600,0.0,5.85,0.31,0.01,0.41
22,赛富时,CRM,2004-07-26,3.39,3.32,3.39,3.22,321500,0.0,5.21,1.84,0.06,0.32
23,赛富时,CRM,2004-07-27,3.35,3.29,3.36,3.28,187800,0.0,2.41,-0.9,-0.03,0.19
24,赛富时,CRM,2004-07-28,3.26,3.25,3.31,3.15,383700,0.0,4.86,-1.22,-0.04,0.38
25,赛富时,CRM,2004-07-29,3.25,3.24,3.34,3.24,227000,0.0,3.08,-0.31,-0.01,0.22
26,赛富时,CRM,2004-07-30,3.24,3.25,3.3,3.14,203800,0.0,4.94,0.31,0.01,0.2
27,赛富时,CRM,2004-08-02,3.25,3.2,3.27,3.14,324400,0.0,4.0,-1.54,-0.05,0.32
28,赛富时,CRM,2004-08-03,3.2,3.03,3.27,3.0,736100,0.0,8.44,-5.31,-0.17,0.73
29,赛富时,CRM,2004-08-04,3.03,3.0,3.04,2.99,686700,0.0,1.65,-0.99,-0.03,0.68
30,赛富时,CRM,2004-08-05,3.0,2.73,3.0,2.67,757600,0.0,11.0,-9.0,-0.27,0.75
31,赛富时,CRM,2004-08-06,2.73,2.69,2.75,2.68,449300,0.0,2.56,-1.47,-0.04,0.44
32,赛富时,CRM,2004-08-09,2.75,2.75,2.76,2.72,280400,0.0,1.49,2.23,0.06,0.28
33,赛富时,CRM,2004-08-10,2.75,2.75,2.76,2.72,183300,0.0,1.45,0.0,0.0,0.18
34,赛富时,CRM,2004-08-11,2.74,2.66,2.74,2.65,157100,0.0,3.27,-3.27,-0.09,0.16
35,赛富时,CRM,2004-08-12,2.68,2.5,2.68,2.48,394500,0.0,7.52,-6.02,-0.16,0.39
36,赛富时,CRM,2004-08-13,2.5,2.4,2.51,2.37,624000,0.0,5.6,-4.0,-0.1,0.62
37,赛富时,CRM,2004-08-16,2.4,2.43,2.46,2.25,542800,0.0,8.75,1.25,0.03,0.54
38,赛富时,CRM,2004-08-17,2.47,2.74,2.75,2.47,742000,0.0,11.52,12.76,0.31,0.73
39,赛富时,CRM,2004-08-18,2.73,2.99,3.04,2.67,424400,0.0,13.5,9.12,0.25,0.42
